# schizophrenia 用の候補リスト（5000 遺伝子）
# Open Targets (MONDO_0005090) の関連遺伝子 500 件と、
# 承認薬の標的 39 件を必ず含む（重複を除いて 504 件）。
# 残り 4496 件は HGNC approved/protein-coding から seed=0 で無作為に補充。
# 記号はすべて実在し、既知の正解が確実に含まれる。
# 形式: 記号<TAB>HGNC正式名<TAB>UniProt推奨タンパク質名（無い遺伝子は空欄）
A2ML1	alpha-2-macroglobulin like 1	Alpha-2-macroglobulin-like protein 1
UBL7	ubiquitin like 7	Ubiquitin-like protein 7
UBQLN4	ubiquilin 4	Ubiquilin-4
UBR1	ubiquitin protein ligase E3 component n-recognin 1	E3 ubiquitin-protein ligase UBR1
UBR2	ubiquitin protein ligase E3 component n-recognin 2	E3 ubiquitin-protein ligase UBR2
UBR7	ubiquitin protein ligase E3 component n-recognin 7	Putative E3 ubiquitin-protein ligase UBR7
UBXN2B	UBX domain protein 2B	UBX domain-containing protein 2B
UBXN4	UBX domain protein 4	UBX domain-containing protein 4
UBXN8	UBX domain protein 8	UBX domain-containing protein 8
UCK2	uridine-cytidine kinase 2	Uridine-cytidine kinase 2
UCMA	upper zone of growth plate and cartilage matrix associated	Unique cartilage matrix-associated protein [Cleaved into: Unique cartilage matrix-associat
UCP2	uncoupling protein 2	Dicarboxylate carrier SLC25A8
UEVLD	UEV and lactate/malate dehyrogenase domains	Ubiquitin-conjugating enzyme E2 variant 3
UFL1	UFM1 specific ligase 1	E3 UFM1-protein ligase 1
UFM1	ubiquitin fold modifier 1	Ubiquitin-fold modifier 1
UGCG	UDP-glucose ceramide glucosyltransferase	Ceramide glucosyltransferase
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1	UDP-glucose:glycoprotein glucosyltransferase 1
UGGT2	UDP-glucose glycoprotein glucosyltransferase 2	UDP-glucose:glycoprotein glucosyltransferase 2
UGT2B10	UDP glucuronosyltransferase family 2 member B10	UDP-glucuronosyltransferase 2B10
UGT2B7	UDP glucuronosyltransferase family 2 member B7	UDP-glucuronosyltransferase 2B7
UHMK1	U2AF homology motif kinase 1	Serine/threonine-protein kinase Kist
UHRF2	ubiquitin like with PHD and ring finger domains 2	E3 ubiquitin-protein ligase UHRF2
ULBP2	UL16 binding protein 2	UL16-binding protein 2
ULK1	unc-51 like autophagy activating kinase 1	Serine/threonine-protein kinase ULK1
ULK2	unc-51 like autophagy activating kinase 2	Serine/threonine-protein kinase ULK2
ULK4	unc-51 like kinase 4	Inactive serine/threonine-protein kinase ULK4
UNC13B	unc-13 homolog B	Protein unc-13 homolog B
UNC5CL	unc-5 family C-terminal like	UNC5C-like protein
UNC79	unc-79 subunit of NALCN channel complex	Protein unc-79 homolog
UNC93B1	unc-93B1 regulator of TLR signaling	Protein unc-93 homolog B1
UNG	uracil DNA glycosylase	Uracil-DNA glycosylase
UNKL	unk like zinc finger	Putative E3 ubiquitin-protein ligase UNKL
UPK1A	uroplakin 1A	Uroplakin-1a
UPK1B	uroplakin 1B	Uroplakin-1b
UPRT	uracil phosphoribosyltransferase homolog	Uracil phosphoribosyltransferase homolog
UQCC1	ubiquinol-cytochrome c reductase complex assembly factor 1	Ubiquinol-cytochrome c reductase complex assembly factor 1
UQCRHL	ubiquinol-cytochrome c reductase hinge protein like	Cytochrome b-c1 complex subunit 6-like, mitochondrial
UQCRQ	ubiquinol-cytochrome c reductase complex III subunit VII	Cytochrome b-c1 complex subunit 8
URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase	Putative 2-oxo-4-hydroxy-4-carboxy-5-ureidoimidazoline decarboxylase
URB1	URB1 ribosome biogenesis factor	Nucleolar pre-ribosomal-associated protein 1
URGCP	upregulator of cell proliferation	Up-regulator of cell proliferation
UROD	uroporphyrinogen decarboxylase	Uroporphyrinogen decarboxylase
USF1	upstream transcription factor 1	Upstream stimulatory factor 1
USH1C	USH1 protein network component harmonin	Harmonin
USH1G	USH1 protein network component sans	pre-mRNA splicing regulator USH1G
USP10	ubiquitin specific peptidase 10	Ubiquitin carboxyl-terminal hydrolase 10
USP11	ubiquitin specific peptidase 11	Ubiquitin carboxyl-terminal hydrolase 11
USP14	ubiquitin specific peptidase 14	Ubiquitin carboxyl-terminal hydrolase 14
USP17L1	ubiquitin specific peptidase 17 like family member 1	Ubiquitin carboxyl-terminal hydrolase 17-like protein 1
USP17L10	ubiquitin specific peptidase 17 like family member 10	Ubiquitin carboxyl-terminal hydrolase 17-like protein 10
USP17L18	ubiquitin specific peptidase 17 like family member 18	Ubiquitin carboxyl-terminal hydrolase 17-like protein 18
USP17L19	ubiquitin specific peptidase 17 like family member 19	Ubiquitin carboxyl-terminal hydrolase 17-like protein 19
USP17L23	ubiquitin specific peptidase 17 like family member 23	Ubiquitin carboxyl-terminal hydrolase 17-like protein 23
USP17L24	ubiquitin specific peptidase 17 like family member 24	
USP17L28	ubiquitin specific peptidase 17 like family member 28	
USP17L4	ubiquitin specific peptidase 17 like family member 4	Inactive ubiquitin carboxyl-terminal hydrolase 17-like protein 4
USP20	ubiquitin specific peptidase 20	Ubiquitin carboxyl-terminal hydrolase 20
USP22	ubiquitin specific peptidase 22	Ubiquitin carboxyl-terminal hydrolase 22
USP25	ubiquitin specific peptidase 25	Ubiquitin carboxyl-terminal hydrolase 25
USP26	ubiquitin specific peptidase 26	Ubiquitin carboxyl-terminal hydrolase 26
USP30	ubiquitin specific peptidase 30	Ubiquitin carboxyl-terminal hydrolase 30
USP4	ubiquitin specific peptidase 4	Ubiquitin carboxyl-terminal hydrolase 4
USP5	ubiquitin specific peptidase 5	Ubiquitin carboxyl-terminal hydrolase 5
USP50	ubiquitin specific peptidase 50	Ubiquitin carboxyl-terminal hydrolase 50
USP53	ubiquitin specific peptidase 53	Ubiquitin carboxyl-terminal hydrolase 53
USP9Y	ubiquitin specific peptidase 9 Y-linked	Ubiquitin carboxyl-terminal hydrolase 9Y
UTP15	UTP15 small subunit processome component	U3 small nucleolar RNA-associated protein 15 homolog
UTP25	UTP25 small subunit processome component	U3 small nucleolar RNA-associated protein 25 homolog
UTRN	utrophin	Utrophin
UTS2	urotensin 2	Urotensin-2
UVRAG	UV radiation resistance associated	UV radiation resistance-associated gene protein
UXS1	UDP-glucuronate decarboxylase 1	UDP-glucuronic acid decarboxylase 1
UXT	ubiquitously expressed prefoldin like chaperone	Protein UXT
VAC14	VAC14 component of PIKFYVE complex	Protein VAC14 homolog
VAMP1	vesicle associated membrane protein 1	Vesicle-associated membrane protein 1
VAMP4	vesicle associated membrane protein 4	Vesicle-associated membrane protein 4
VAMP5	vesicle associated membrane protein 5	Vesicle-associated membrane protein 5
VANGL1	VANGL planar cell polarity protein 1	Vang-like protein 1
VAPB	VAMP associated protein B and C	Vesicle-associated membrane protein-associated protein B/C
VAV1	vav guanine nucleotide exchange factor 1	Proto-oncogene vav
VAV3	vav guanine nucleotide exchange factor 3	Guanine nucleotide exchange factor VAV3
VCX3A	variable charge X-linked 3A	Variable charge X-linked protein 3
VDR	vitamin D receptor	Vitamin D3 receptor
VGLL1	vestigial like family member 1	Transcription cofactor vestigial-like protein 1
VILL	villin like	Villin-like protein
VIM	vimentin	Vimentin
VIPAS39	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	Spermatogenesis-defective protein 39 homolog
VIRMA	vir like m6A methyltransferase associated	Protein virilizer homolog
VIT	vitrin	Vitrin
VKORC1	vitamin K epoxide reductase complex subunit 1	Vitamin K epoxide reductase complex subunit 1
VKORC1L1	vitamin K epoxide reductase complex subunit 1L1	Vitamin K epoxide reductase complex subunit 1-like protein 1
VMA22	vacuolar ATPase assembly factor VMA22	Vacuolar ATPase assembly protein VMA22
VMP1	vacuole membrane protein 1	Vacuole membrane protein 1
VN1R4	vomeronasal 1 receptor 4	Vomeronasal type-1 receptor 4
VPS13A	vacuolar protein sorting 13 homolog A	Intermembrane lipid transfer protein VPS13A
VPS13B	vacuolar protein sorting 13 homolog B	Intermembrane lipid transfer protein VPS13B
VPS13C	vacuolar protein sorting 13 homolog C	Intermembrane lipid transfer protein VPS13C
VPS18	VPS18 core subunit of CORVET and HOPS complexes	Vacuolar protein sorting-associated protein 18 homolog
VPS25	vacuolar protein sorting 25 homolog	Vacuolar protein-sorting-associated protein 25
VPS28	VPS28 subunit of ESCRT-I	Vacuolar protein sorting-associated protein 28 homolog
VPS29	VPS29 retromer complex component	Vacuolar protein sorting-associated protein 29
VPS33A	VPS33A core subunit of CORVET and HOPS complexes	Vacuolar protein sorting-associated protein 33A
VPS35L	VPS35 endosomal protein sorting factor like	VPS35 endosomal protein-sorting factor-like
VPS37C	VPS37C subunit of ESCRT-I	Vacuolar protein sorting-associated protein 37C
VPS50	VPS50 subunit of EARP/GARPII complex	Syndetin
VPS52	VPS52 subunit of GARP complex	Vacuolar protein sorting-associated protein 52 homolog
VRK2	VRK serine/threonine kinase 2	Serine/threonine-protein kinase VRK2
VRK3	VRK serine/threonine kinase 3	Serine/threonine-protein kinase VRK3
VSIG10	V-set and immunoglobulin domain containing 10	V-set and immunoglobulin domain-containing protein 10
VSIG2	V-set and immunoglobulin domain containing 2	V-set and immunoglobulin domain-containing protein 2
VSIR	V-set immunoregulatory receptor	V-type immunoglobulin domain-containing suppressor of T-cell activation
VSNL1	visinin like 1	Visinin-like protein 1
VTI1B	vesicle transport through interaction with t-SNAREs 1B	Vesicle transport through interaction with t-SNAREs homolog 1B
VWA1	von Willebrand factor A domain containing 1	von Willebrand factor A domain-containing protein 1
VWA3B	von Willebrand factor A domain containing 3B	von Willebrand factor A domain-containing protein 3B
VWA5A	von Willebrand factor A domain containing 5A	von Willebrand factor A domain-containing protein 5A
VWA7	von Willebrand factor A domain containing 7	von Willebrand factor A domain-containing protein 7
VWC2L	von Willebrand factor C domain containing 2 like	von Willebrand factor C domain-containing protein 2-like
VWCE	von Willebrand factor C and EGF domains	von Willebrand factor C and EGF domain-containing protein
VWDE	von Willebrand factor D and EGF domains	von Willebrand factor D and EGF domain-containing protein
VWF	von Willebrand factor	von Willebrand factor
VXN	vexin	Vexin
WAC	WW domain containing adaptor with coiled-coil	WW domain-containing adapter protein with coiled-coil
WASHC2C	WASH complex subunit 2C	WASH complex subunit 2C
WASHC4	WASH complex subunit 4	WASH complex subunit 4
WASL	WASP like actin nucleation promoting factor	Actin nucleation-promoting factor WASL
WBP11	WW domain binding protein 11	WW domain-binding protein 11
WBP1L	WW domain binding protein 1 like	WW domain binding protein 1-like
WDCP	WD repeat and coiled coil containing	WD repeat and coiled-coil-containing protein
WDR12	WD repeat domain 12	Ribosome biogenesis protein WDR12
WDR17	WD repeat domain 17	WD repeat-containing protein 17
WDR26	WD repeat domain 26	WD repeat-containing protein 26
WDR35	WD repeat domain 35	WD repeat-containing protein 35
WDR43	WD repeat domain 43	WD repeat-containing protein 43
WDR46	WD repeat domain 46	WD repeat-containing protein 46
WDR5	WD repeat domain 5	WD repeat-containing protein 5
WDR54	WD repeat domain 54	WD repeat-containing protein 54
WDR64	WD repeat domain 64	WD repeat-containing protein 64
WDR72	WD repeat domain 72	WD repeat-containing protein 72
WDR75	WD repeat domain 75	WD repeat-containing protein 75
WDR82	WD repeat domain 82	WD repeat-containing protein 82
WDR83	WD repeat domain 83	WD repeat domain-containing protein 83
WDR83OS	WD repeat domain 83 opposite strand	PAT complex subunit Asterix
WDR89	WD repeat domain 89	WD repeat-containing protein 89
WDR93	WD repeat domain 93	WD repeat-containing protein 93
WFDC3	WAP four-disulfide core domain 3	WAP four-disulfide core domain protein 3
WLS	Wnt ligand secretion mediator	Protein wntless homolog
WNK1	WNK lysine deficient protein kinase 1	Serine/threonine-protein kinase WNK1
WNK3	WNK lysine deficient protein kinase 3	Serine/threonine-protein kinase WNK3
WNK4	WNK lysine deficient protein kinase 4	Serine/threonine-protein kinase WNK4
WNT16	Wnt family member 16	Protein Wnt-16
WNT4	Wnt family member 4	Protein Wnt-4
WNT5B	Wnt family member 5B	Protein Wnt-5b
WNT7A	Wnt family member 7A	Protein Wnt-7a
WSCD2	WSC domain sialate O sulfotransferase 2	Sialate:O-sulfotransferase 2
WT1	WT1 transcription factor	Wilms tumor protein
WWC2	WW and C2 domain containing 2	Protein WWC2
WWTR1	WW domain containing transcription regulator 1	WW domain-containing transcription regulator protein 1
XBP1	X-box binding protein 1	X-box-binding protein 1
XIRP2	xin actin binding repeat containing 2	Xin actin-binding repeat-containing protein 2
XKRX	XK related X-linked	XK-related protein 2
XPA	XPA, DNA damage recognition and repair factor	DNA repair protein complementing XP-A cells
XPNPEP3	X-prolyl aminopeptidase 3	Xaa-Pro aminopeptidase 3
XPO4	exportin 4	Exportin-4
XPOT	exportin for tRNA	Exportin-T
XRCC1	X-ray repair cross complementing 1	DNA repair protein XRCC1
XRCC4	X-ray repair cross complementing 4	DNA repair protein XRCC4
XRN2	5'-3' exoribonuclease 2	5'-3' exoribonuclease 2
XTBD1	XRN2 binding domain containing 1	XRN2 binding domain-containing protein 1
YARS1	tyrosyl-tRNA synthetase 1	Tyrosine--tRNA ligase, cytoplasmic
YIPF3	Yip1 domain family member 3	Protein YIPF3
YJU2	YJU2 splicing factor homolog	Splicing factor YJU2
YJU2B	YJU2 splicing factor homolog B	Probable splicing factor YJU2B
YME1L1	YME1 like 1 ATPase	ATP-dependent zinc metalloprotease YME1L1
YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	Threonylcarbamoyl-AMP synthase
YTHDC1	YTH N6-methyladenosine RNA binding protein C1	YTH domain-containing protein 1
YTHDC2	YTH N6-methyladenosine RNA binding protein C2	3'-5' RNA helicase YTHDC2
YWHAB	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta	14-3-3 protein beta/alpha
YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon	14-3-3 protein epsilon
YWHAH	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta	14-3-3 protein eta
YWHAQ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta	14-3-3 protein theta
YWHAZ	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta	14-3-3 protein zeta/delta
ZACN	zinc activated ion channel	Ligand-gated cation channel ZACN
ZAR1	zygote arrest 1	Zygote arrest protein 1
ZBED1	zinc finger BED-type containing 1	E3 SUMO-protein ligase ZBED1
ZBED2	zinc finger BED-type containing 2	Zinc finger BED domain-containing protein 2
ZBED6	zinc finger BED-type containing 6	Zinc finger BED domain-containing protein 6
ZBTB14	zinc finger and BTB domain containing 14	Zinc finger and BTB domain-containing protein 14
ZBTB21	zinc finger and BTB domain containing 21	Zinc finger and BTB domain-containing protein 21
ZBTB25	zinc finger and BTB domain containing 25	Zinc finger and BTB domain-containing protein 25
ZBTB3	zinc finger and BTB domain containing 3	Zinc finger and BTB domain-containing protein 3
ZBTB34	zinc finger and BTB domain containing 34	Zinc finger and BTB domain-containing protein 34
ZBTB35	zinc finger and BTB domain containing 35	Zinc finger and BTB domain-containing protein 35
ZBTB39	zinc finger and BTB domain containing 39	Zinc finger and BTB domain-containing protein 39
ZBTB7A	zinc finger and BTB domain containing 7A	Zinc finger and BTB domain-containing protein 7A
ZC3H12B	zinc finger CCCH-type containing 12B	Probable ribonuclease ZC3H12B
ZC3H12C	zinc finger CCCH-type containing 12C	Probable ribonuclease ZC3H12C
ZC3H15	zinc finger CCCH-type containing 15	Zinc finger CCCH domain-containing protein 15
ZC3H7B	zinc finger CCCH-type containing 7B	Zinc finger CCCH domain-containing protein 7B
ZC3HAV1L	ZC3HAV1 like	Zinc finger CCCH-type antiviral protein 1-like
ZC3HC1	zinc finger C3HC-type containing 1	Zinc finger C3HC-type protein 1
ZCCHC14	zinc finger CCHC-type containing 14	Zinc finger CCHC domain-containing protein 14
ZCCHC17	zinc finger CCHC-type containing 17	Zinc finger CCHC domain-containing protein 17
ZCCHC8	zinc finger CCHC-type containing 8	Zinc finger CCHC domain-containing protein 8
ZCWPW2	zinc finger CW-type and PWWP domain containing 2	Zinc finger CW-type PWWP domain protein 2
ZDBF2	zinc finger DBF-type containing 2	DBF4-type zinc finger-containing protein 2
ZDHHC1	zDHHC palmitoyltransferase 1	Palmitoyltransferase ZDHHC1
ZDHHC12	zDHHC palmitoyltransferase 12	Palmitoyltransferase ZDHHC12
ZDHHC14	zDHHC palmitoyltransferase 14	Palmitoyltransferase ZDHHC14
ZDHHC15	zDHHC palmitoyltransferase 15	Palmitoyltransferase ZDHHC15
ZDHHC16	zDHHC palmitoyltransferase 16	Palmitoyltransferase ZDHHC16
ZDHHC18	zDHHC palmitoyltransferase 18	Palmitoyltransferase ZDHHC18
ZDHHC2	zDHHC palmitoyltransferase 2	Palmitoyltransferase ZDHHC2
ZDHHC22	zDHHC palmitoyltransferase 22	Palmitoyltransferase ZDHHC22
ZDHHC23	zDHHC palmitoyltransferase 23	Palmitoyltransferase ZDHHC23
ZDHHC4	zDHHC palmitoyltransferase 4	Palmitoyltransferase ZDHHC4
ZDHHC5	zDHHC palmitoyltransferase 5	Palmitoyltransferase ZDHHC5
ZDHHC8	zDHHC palmitoyltransferase 8	Palmitoyltransferase ZDHHC8
ZEB2	zinc finger E-box binding homeobox 2	Zinc finger E-box-binding homeobox 2
ZER1	zyg-11 related cell cycle regulator	Protein zer-1 homolog
